age,job,marital,education,balance,duration,approval
44.0,management,married,tertiary,1058,188.0,yes
47.0,blue-collar,married,primary,881,143.0,no
38.0,technician,married,secondary,6728,232.0,yes
80.0,retired,married,secondary,462,127.0,no
40.0,self-employed,married,secondary,167,380.0,no
43.0,entrepreneur,married,tertiary,1574,167.0,no
32.0,technician,single,tertiary,1625,796.0,yes
39.0,management,married,tertiary,562,303.0,no
33.0,technician,married,secondary,9305,407.0,no
31.0,technician,single,secondary,35,229.0,no
36.0,management,single,tertiary,0,108.0,no
35.0,management,single,tertiary,2486,265.0,no
25.0,services,single,secondary,368,168.0,no
33.0,management,single,secondary,1558,97.0,no
23.0,blue-collar,single,primary,8627,169.0,no
31.0,management,single,tertiary,2590,103.0,no
36.0,management,married,tertiary,0,599.0,no
44.0,technician,single,tertiary,900,322.0,no
31.0,management,,tertiary,385,304.0,no
55.0,blue-collar,married,primary,1649,52.0,no
51.0,housemaid,divorced,secondary,9228,655.0,yes
36.0,admin.,married,secondary,0,101.0,no
27.0,unemployed,single,tertiary,1,65.0,no
40.0,services,married,secondary,771,173.0,no
49.0,services,married,secondary,280,162.0,no
59.0,retired,married,primary,46,78.0,no
32.0,management,married,tertiary,2431,646.0,yes
42.0,retired,single,tertiary,308,114.0,no
35.0,management,divorced,tertiary,160,141.0,no
29.0,blue-collar,single,secondary,555,133.0,no
29.0,technician,single,secondary,778,1994.0,no
37.0,blue-collar,single,secondary,48,140.0,no
49.0,admin.,married,primary,169,82.0,no
51.0,services,divorced,secondary,12,150.0,no
61.0,housemaid,married,primary,848,605.0,no
43.0,management,married,secondary,481,164.0,no
42.0,services,married,tertiary,12223,36.0,no
24.0,blue-collar,married,secondary,-254,290.0,no
46.0,self-employed,married,tertiary,1148,104.0,no
23.0,admin.,single,secondary,5,413.0,no
26.0,services,single,secondary,50,153.0,no
43.0,blue-collar,divorced,primary,92,237.0,no
35.0,technician,single,tertiary,470,743.0,yes
38.0,technician,married,secondary,0,82.0,no
56.0,unemployed,divorced,primary,109,924.0,no
31.0,services,married,secondary,440,117.0,no
32.0,management,single,tertiary,0,550.0,yes
28.0,services,single,secondary,2685,5.0,no
26.0,admin.,divorced,secondary,-3,181.0,no
49.0,management,married,tertiary,7007,325.0,no
33.0,admin.,married,secondary,220,345.0,no
80.0,retired,married,primary,1548,331.0,no
40.0,blue-collar,married,secondary,326,112.0,no
42.0,technician,divorced,secondary,0,115.0,no
46.0,blue-collar,married,secondary,123,381.0,no
32.0,management,single,tertiary,697,119.0,no
37.0,services,single,tertiary,223,25.0,no
32.0,student,married,secondary,1694,929.0,no
53.0,management,married,tertiary,4446,429.0,no
39.0,management,married,tertiary,894,491.0,no
31.0,technician,divorced,secondary,202,146.0,no
34.0,management,single,tertiary,0,191.0,no
44.0,technician,married,tertiary,1707,406.0,no
35.0,technician,married,secondary,13658,220.0,no
39.0,admin.,married,secondary,406,253.0,no
55.0,services,married,secondary,96,340.0,no
34.0,housemaid,married,secondary,0,154.0,yes
39.0,technician,married,tertiary,-276,121.0,no
58.0,retired,married,secondary,413,104.0,no
37.0,blue-collar,married,primary,655,127.0,no
56.0,retired,divorced,primary,694,144.0,yes
32.0,admin.,single,secondary,10218,149.0,no
41.0,technician,single,tertiary,1646,261.0,yes
29.0,admin.,single,tertiary,14,87.0,no
44.0,management,married,tertiary,7635,719.0,no
24.0,blue-collar,married,secondary,9,292.0,no
43.0,management,single,secondary,1029,145.0,no
26.0,admin.,married,tertiary,2855,52.0,no
39.0,admin.,married,secondary,260,146.0,no
49.0,blue-collar,married,secondary,2039,451.0,yes
52.0,blue-collar,divorced,primary,-97,167.0,no
33.0,blue-collar,married,tertiary,1465,98.0,no
30.0,blue-collar,married,secondary,125,238.0,no
32.0,technician,single,tertiary,930,85.0,no
27.0,management,single,tertiary,0,323.0,no
58.0,blue-collar,married,primary,73,116.0,no
46.0,retired,married,primary,-35,304.0,no
28.0,management,single,tertiary,1351,267.0,no
39.0,services,married,primary,1601,201.0,no
41.0,services,married,unknown,88,105.0,no
38.0,services,married,secondary,435,193.0,no
50.0,unemployed,divorced,secondary,717,113.0,no
56.0,services,married,secondary,705,151.0,no
34.0,technician,married,secondary,1553,200.0,no
33.0,blue-collar,divorced,secondary,-131,145.0,no
61.0,technician,married,secondary,1191,214.0,yes
36.0,admin.,single,secondary,47,36.0,no
34.0,technician,married,tertiary,544,58.0,no
36.0,blue-collar,married,secondary,688,174.0,no
45.0,management,married,tertiary,242,587.0,yes
27.0,student,single,tertiary,118,112.0,no
45.0,admin.,married,secondary,-388,175.0,no
40.0,self-employed,married,tertiary,1603,279.0,no
36.0,management,single,secondary,1511,270.0,yes
46.0,blue-collar,married,primary,147,116.0,no
37.0,entrepreneur,married,tertiary,836,129.0,no
36.0,technician,married,secondary,55,38.0,no
37.0,admin.,married,secondary,1123,138.0,no
22.0,student,single,tertiary,691,338.0,yes
51.0,services,,secondary,0,565.0,no
49.0,technician,married,secondary,12531,77.0,no
35.0,management,married,tertiary,552,314.0,no
50.0,housemaid,married,primary,0,179.0,no
31.0,services,married,tertiary,309,294.0,no
47.0,services,single,secondary,33,298.0,no
59.0,blue-collar,married,secondary,681,427.0,no
32.0,blue-collar,married,secondary,1787,87.0,no
71.0,retired,married,tertiary,14220,397.0,yes
31.0,management,single,tertiary,12569,344.0,yes
41.0,blue-collar,married,primary,4,74.0,no
35.0,blue-collar,married,primary,3587,148.0,no
36.0,management,married,tertiary,254,161.0,no
46.0,blue-collar,divorced,primary,1712,110.0,no
46.0,blue-collar,married,secondary,4855,1529.0,no
47.0,technician,married,tertiary,2408,236.0,no
35.0,management,single,tertiary,252,89.0,no
37.0,blue-collar,married,secondary,346,390.0,no
56.0,admin.,married,secondary,45,1467.0,yes
46.0,admin.,married,secondary,556,646.0,yes
44.0,management,divorced,tertiary,-710,183.0,no
48.0,technician,single,tertiary,-551,168.0,no
28.0,blue-collar,single,secondary,56,66.0,no
38.0,entrepreneur,married,tertiary,1514,160.0,no
34.0,management,single,tertiary,178,14.0,no
56.0,technician,married,secondary,359,220.0,no
55.0,retired,divorced,secondary,1580,1007.0,yes
44.0,blue-collar,divorced,secondary,221,149.0,no
38.0,technician,married,tertiary,1161,665.0,no
53.0,retired,married,secondary,1278,174.0,no
41.0,admin.,single,tertiary,982,105.0,no
34.0,technician,single,secondary,16,990.0,yes
34.0,management,single,tertiary,1,582.0,no
35.0,services,married,secondary,128,136.0,no
338.0,entrepreneur,single,secondary,2543,223.0,yes
42.0,entrepreneur,married,tertiary,42045,205.0,no
56.0,blue-collar,married,primary,828,214.0,no
37.0,management,divorced,tertiary,0,217.0,no
47.0,housemaid,married,secondary,3940,171.0,no
29.0,blue-collar,married,secondary,125,50.0,no
41.0,management,married,tertiary,140,65.0,no
43.0,technician,single,secondary,593,55.0,no
38.0,self-employed,married,secondary,746,256.0,no
31.0,technician,married,secondary,589,151.0,no
32.0,management,single,tertiary,2343,226.0,no
40.0,management,married,tertiary,294,97.0,no
45.0,admin.,married,secondary,644,92.0,no
43.0,management,married,secondary,-26,343.0,no
27.0,services,single,secondary,3354,493.0,no
33.0,management,single,tertiary,23,216.0,no
37.0,admin.,married,secondary,7,224.0,no
60.0,admin.,married,secondary,3735,190.0,yes
51.0,self-employed,married,unknown,2094,458.0,yes
44.0,blue-collar,married,secondary,508,222.0,no
48.0,management,married,unknown,0,612.0,no
57.0,blue-collar,married,primary,93,137.0,no
29.0,technician,single,tertiary,0,104.0,no
50.0,services,married,secondary,26394,206.0,no
36.0,services,married,secondary,-11,172.0,no
49.0,technician,married,tertiary,523,152.0,yes
49.0,technician,married,secondary,-74,114.0,no
35.0,management,married,tertiary,0,89.0,no
39.0,technician,single,secondary,122,158.0,no
34.0,blue-collar,married,primary,351,326.0,no
57.0,self-employed,married,secondary,35,215.0,no
37.0,technician,divorced,secondary,2610,53.0,no
25.0,services,single,secondary,64,71.0,no
43.0,blue-collar,married,primary,60,487.0,no
37.0,blue-collar,married,secondary,342,340.0,no
36.0,blue-collar,single,tertiary,1830,183.0,no
49.0,management,divorced,tertiary,1904,131.0,no
38.0,management,single,tertiary,16957,208.0,no
39.0,management,divorced,tertiary,26,311.0,no
40.0,management,married,tertiary,0,147.0,yes
34.0,admin.,married,secondary,79,83.0,no
39.0,blue-collar,married,primary,2303,775.0,yes
53.0,blue-collar,married,secondary,65,25.0,no
44.0,management,married,tertiary,332,497.0,no
32.0,technician,divorced,secondary,-399,180.0,no
50.0,technician,divorced,secondary,-54,698.0,yes
29.0,services,married,primary,-102,134.0,no
55.0,unemployed,married,tertiary,4809,223.0,no
73.0,retired,married,primary,279,399.0,yes
52.0,technician,married,secondary,11,420.0,no
49.0,services,married,secondary,2201,233.0,no
63.0,retired,married,primary,8044,702.0,no
34.0,admin.,married,secondary,2374,161.0,yes
32.0,admin.,single,secondary,92,110.0,no
49.0,housemaid,married,tertiary,443,27.0,no
40.0,blue-collar,married,primary,1397,58.0,no
53.0,entrepreneur,married,unknown,7,68.0,no
53.0,technician,married,tertiary,3177,92.0,no
43.0,blue-collar,married,primary,232,45.0,no
35.0,management,single,secondary,81,79.0,no
35.0,services,single,secondary,414,11.0,no
25.0,student,single,tertiary,1433,520.0,no
31.0,technician,single,unknown,187,86.0,no
48.0,management,married,tertiary,0,16.0,no
40.0,housemaid,married,secondary,4610,154.0,no
46.0,blue-collar,married,primary,1429,91.0,no
30.0,services,single,secondary,334,389.0,no
47.0,services,married,secondary,2,71.0,no
23.0,services,single,secondary,500,111.0,no
29.0,technician,married,tertiary,43,68.0,no
38.0,technician,married,secondary,4030,75.0,no
56.0,housemaid,married,primary,306,212.0,no
52.0,admin.,married,secondary,0,91.0,no
55.0,retired,married,secondary,168,79.0,no
43.0,entrepreneur,married,tertiary,210,646.0,no
34.0,blue-collar,married,secondary,518,206.0,no
43.0,management,single,tertiary,1696,257.0,yes
55.0,services,married,secondary,-31,81.0,no
34.0,blue-collar,married,secondary,856,470.0,no
34.0,management,single,tertiary,318,133.0,no
43.0,self-employed,married,tertiary,64,230.0,no
39.0,blue-collar,married,primary,800,76.0,no
39.0,technician,single,unknown,75,26.0,no
34.0,technician,single,secondary,347,154.0,no
55.0,management,married,tertiary,2366,94.0,no
67.0,retired,married,tertiary,701,254.0,yes
34.0,entrepreneur,married,tertiary,475,1156.0,no
47.0,blue-collar,married,secondary,3285,248.0,no
33.0,blue-collar,married,primary,925,884.0,no
45.0,entrepreneur,married,secondary,128,275.0,no
36.0,blue-collar,married,secondary,1587,200.0,no
59.0,technician,divorced,secondary,879,228.0,no
33.0,services,married,secondary,478,475.0,yes
52.0,technician,divorced,secondary,280,393.0,no
53.0,blue-collar,married,primary,1868,156.0,no
41.0,unemployed,married,primary,819,244.0,no
45.0,blue-collar,married,secondary,4646,118.0,no
60.0,self-employed,single,secondary,27,40.0,no
32.0,blue-collar,married,secondary,736,700.0,no
28.0,management,single,tertiary,224,97.0,no
31.0,technician,single,secondary,2544,252.0,yes
53.0,blue-collar,married,secondary,427,360.0,no
58.0,management,married,tertiary,2764,235.0,no
38.0,blue-collar,married,secondary,376,1521.0,no
46.0,management,married,tertiary,523,105.0,no
53.0,entrepreneur,married,tertiary,71,86.0,no
56.0,retired,married,secondary,3948,484.0,no
52.0,services,single,secondary,1810,117.0,no
38.0,technician,married,secondary,994,119.0,no
37.0,services,married,primary,52,359.0,no
37.0,blue-collar,married,primary,11,109.0,no
37.0,technician,married,secondary,0,236.0,no
66.0,retired,married,primary,747,203.0,no
44.0,blue-collar,married,primary,2657,202.0,no
61.0,retired,married,secondary,313,42.0,no
34.0,admin.,married,secondary,61,21.0,no
33.0,admin.,single,secondary,2557,186.0,no
30.0,services,divorced,secondary,0,172.0,no
27.0,services,divorced,secondary,10,527.0,no
37.0,services,married,secondary,658,175.0,no
38.0,blue-collar,married,primary,1679,21.0,no
35.0,management,single,tertiary,0,370.0,no
50.0,technician,married,secondary,841,54.0,no
39.0,management,married,secondary,0,63.0,no
35.0,management,married,secondary,1160,116.0,no
36.0,admin.,divorced,secondary,-37,151.0,no
28.0,services,single,secondary,94,300.0,no
39.0,self-employed,married,tertiary,585,48.0,no
39.0,self-employed,married,secondary,235,217.0,no
30.0,blue-collar,single,secondary,2145,727.0,yes
32.0,services,married,secondary,1464,193.0,no
28.0,technician,married,secondary,232,72.0,no
47.0,technician,married,primary,187,165.0,no
53.0,management,married,tertiary,12,345.0,no
57.0,blue-collar,married,primary,318,206.0,no
47.0,services,married,secondary,405,994.0,yes
56.0,management,married,tertiary,334,127.0,no
38.0,admin.,married,primary,0,29.0,no
52.0,blue-collar,married,primary,2,70.0,no
46.0,technician,married,secondary,966,40.0,no
57.0,blue-collar,married,primary,195,185.0,no
42.0,blue-collar,divorced,unknown,0,64.0,no
57.0,unemployed,married,secondary,0,97.0,no
51.0,housemaid,married,secondary,260,316.0,no
53.0,self-employed,married,tertiary,451,125.0,no
37.0,blue-collar,married,primary,3242,233.0,no
47.0,self-employed,divorced,secondary,8515,14.0,no
48.0,management,married,tertiary,1808,245.0,yes
39.0,blue-collar,married,primary,20,109.0,no
42.0,blue-collar,married,secondary,3068,429.0,no
36.0,management,married,tertiary,23,133.0,no
34.0,technician,single,secondary,1076,70.0,no
61.0,retired,married,primary,1060,118.0,no
32.0,admin.,single,secondary,678,1579.0,yes
35.0,blue-collar,single,primary,1147,29.0,no
54.0,blue-collar,married,secondary,-630,173.0,no
31.0,management,married,tertiary,459,13.0,no
45.0,technician,divorced,secondary,976,183.0,no
32.0,housemaid,married,tertiary,357,175.0,no
52.0,unemployed,married,secondary,-9,123.0,no
36.0,admin.,single,secondary,1927,288.0,no
31.0,services,married,secondary,500,19.0,no
53.0,technician,married,secondary,9146,136.0,no
43.0,entrepreneur,married,secondary,59,437.0,no
47.0,housemaid,married,primary,0,1225.0,no
46.0,blue-collar,married,primary,328,526.0,no
34.0,management,divorced,secondary,291,91.0,no
55.0,technician,single,tertiary,-703,123.0,no
23.0,admin.,single,secondary,589,62.0,no
75.0,blue-collar,married,secondary,6053,865.0,no
58.0,admin.,married,secondary,1142,82.0,no
35.0,admin.,married,secondary,725,219.0,no
27.0,management,married,tertiary,802,569.0,yes
24.0,technician,married,secondary,556,460.0,yes
48.0,admin.,married,secondary,191,238.0,no
31.0,technician,single,secondary,373,346.0,no
57.0,technician,married,secondary,6164,161.0,no
53.0,management,married,tertiary,37,51.0,no
42.0,blue-collar,married,primary,1156,37.0,no
50.0,entrepreneur,married,secondary,806,141.0,no
59.0,admin.,married,secondary,2381,173.0,no
38.0,services,married,secondary,-314,66.0,no
39.0,blue-collar,married,secondary,285,209.0,no
28.0,blue-collar,single,primary,1199,1011.0,no
55.0,management,divorced,tertiary,481,147.0,no
33.0,technician,single,tertiary,137,88.0,no
36.0,blue-collar,single,secondary,168,52.0,no
38.0,admin.,divorced,secondary,156,544.0,no
28.0,admin.,single,secondary,4745,360.0,yes
32.0,management,single,tertiary,11797,95.0,no
35.0,admin.,married,secondary,786,322.0,no
58.0,technician,married,primary,4015,106.0,no
30.0,services,married,secondary,0,20.0,no
33.0,blue-collar,married,secondary,331,178.0,no
36.0,blue-collar,married,secondary,1554,325.0,no
32.0,services,married,secondary,132,343.0,no
34.0,management,single,tertiary,5086,213.0,yes
42.0,admin.,married,secondary,529,193.0,no
41.0,management,married,tertiary,4824,168.0,no
63.0,retired,married,secondary,474,423.0,yes
38.0,admin.,divorced,tertiary,86,218.0,no
54.0,blue-collar,married,primary,2281,158.0,no
39.0,services,married,secondary,186,433.0,no
46.0,blue-collar,married,secondary,137,252.0,no
37.0,technician,married,tertiary,6968,175.0,no
76.0,retired,divorced,primary,86,192.0,no
28.0,management,single,unknown,81,158.0,no
33.0,services,married,primary,6904,114.0,no
46.0,self-employed,married,tertiary,137,246.0,no
30.0,student,single,secondary,25,44.0,no
60.0,management,married,tertiary,759,136.0,no
56.0,housemaid,married,tertiary,1922,247.0,no
24.0,student,single,unknown,3298,227.0,no
58.0,retired,married,secondary,764,219.0,no
79.0,retired,married,primary,8556,326.0,yes
32.0,blue-collar,married,secondary,3514,226.0,no
33.0,services,married,primary,0,351.0,no
77.0,retired,married,primary,680,341.0,no
60.0,housemaid,married,primary,0,124.0,no
54.0,management,married,tertiary,2819,123.0,no
30.0,blue-collar,married,primary,-518,244.0,no
50.0,services,married,secondary,60,151.0,no
50.0,management,married,secondary,732,736.0,no
37.0,technician,married,secondary,2707,109.0,no
41.0,technician,married,tertiary,177,117.0,no
49.0,admin.,married,secondary,13229,77.0,no
